"","score","text","Review"
"91",1,"RT @SKEgyptianFC: #ŸÉŸÑŸÜÿß_ÿ≥ŸÑŸÖÿßŸÜ_ÿÆÿßŸÜ 
#IStandWithSalmanKhan I support our #goldenheart from #egypt  @BeingSalmanKhan
#WeStandBySalmanKhan
#WeS‚Ä¶","Happy"
"92",1,"RT @SKEgyptianFC: #ŸÉŸÑŸÜÿß_ÿ≥ŸÑŸÖÿßŸÜ_ÿÆÿßŸÜ 
#IStandWithSalmanKhan I support our #goldenheart from #egypt  @BeingSalmanKhan
#WeStandBySalmanKhan
#WeS‚Ä¶","Happy"
"93",-1,"@_YogendraYadav #LaluYadav or #SalmanVerdict took 20 yrs &amp; got bail in 2days. That‚Äôs d mockery of #Judiciary only b‚Ä¶ https://t.co/cz6ik9Ms5D","Sadness"
"94",1,"RT @SKPlzVisitEgypt: #IStandWithSalmanKhan I support our #goldenheart from #egypt  @BeingSalmanKhan
#WeStandBySalmanKhan
#WeSupportSalmankh‚Ä¶","Happy"
"95",1,"RT @beingola: #IStandWithSalmanKhan I support our #goldenheart from #egypt  @BeingSalmanKhan
#WeStandBySalmanKhan
#WeSupportSalmankhan
#Sal‚Ä¶","Happy"
"96",1,"RT @beingola: #IStandWithSalmanKhan I support our #goldenheart from #egypt  @BeingSalmanKhan
#WeStandBySalmanKhan
#WeSupportSalmankhan
#Sal‚Ä¶","Happy"
"97",1,"RT @SKPlzVisitEgypt: #ŸÉŸÑŸÜÿß_ÿ≥ŸÑŸÖÿßŸÜ_ÿÆÿßŸÜ 
#IStandWithSalmanKhan I support our #goldenheart from #egypt  @BeingSalmanKhan
#WeStandBySalmanKhan
#‚Ä¶","Happy"
"98",1,"RT @SKPlzVisitEgypt: #ŸÉŸÑŸÜÿß_ÿ≥ŸÑŸÖÿßŸÜ_ÿÆÿßŸÜ 
#IStandWithSalmanKhan I support our #goldenheart from #egypt  @BeingSalmanKhan
#WeStandBySalmanKhan
#‚Ä¶","Happy"
"99",1,"RT @SKPlzVisitEgypt: #ŸÉŸÑŸÜÿß_ÿ≥ŸÑŸÖÿßŸÜ_ÿÆÿßŸÜ 
#IStandWithSalmanKhan I support our #goldenheart from #egypt  @BeingSalmanKhan
#WeStandBySalmanKhan
#‚Ä¶","Happy"
"100",1,"RT @beingola: #ŸÉŸÑŸÜÿß_ÿ≥ŸÑŸÖÿßŸÜ_ÿÆÿßŸÜ 
#IStandWithSalmanKhan I support our #goldenheart from #egypt  @BeingSalmanKhan
#WeStandBySalmanKhan
#WeSuppo‚Ä¶","Happy"
"101",1,"RT @beingola: #IStandWithSalmanKhan I support our #goldenheart from #egypt  @BeingSalmanKhan
#WeStandBySalmanKhan
#WeSupportSalmankhan
#Sal‚Ä¶","Happy"
"102",0,"RT @SKPlzVisitEgypt: And we will not ask or wait to support of Indian embassy in Cairo any more for our compagin 
#WeLoveYouSalmanKhan 
#Sa‚Ä¶","Surprise"
"103",1,"RT @TeamSalman: Upar Khuda, Neeche #SalmanKhan &lt;3 
We Love You Till Our last breathe bhaijaan &lt;3

#WeLoveYouSalmanKhan #BlackBuckPaochingCa‚Ä¶","Happy"
"104",0,"RT @TeamSalman: #SalmanKhan sir need Ur Prayers Ì†ΩÌπè
#WeStandWithSalmanKhan

#WeLoveYouSalmanKhan #BlackBuckPaochingCase #SalmanConvicted #Sal‚Ä¶","Surprise"
"105",-1,"RT @TeamSalman: He is a star, so it is necessary to Punish Him: Wah whatt a logic!

#SalmanKhan #WeSupportSalmanKhan #WeStandWithSalmanKhan‚Ä¶","Sadness"
"106",-1,"RT @TeamSalman: False Allegations will'nt work
He will get the Bail soon :)
We support #SalmanKhan

#WeSupportSalmanKhan #WeStandWithSalman‚Ä¶","Sadness"
"107",1,"RT @TeamSalman: Do RT if you think this is so True (y)
We Love You #SalmanKhan &lt;3

#WeSupportSalmanKhan #WeStandWithSalmanKhan #WeLoveYouSa‚Ä¶","Happy"
"108",2,"RT @india_poll: #SalmanVerdict Salman walks free from the #HitandRunCase. Are you happy with the decision?","Happy"
"109",0,"RT @india_poll: Do you think #justice has been served with the #SalmanVerdict ?","Surprise"
"110",0,"RT @TeamSalman: I want to raise a question : Is it JUSTICE..?? Ì†ΩÌ∏∑

#SalmanKhan #WeSupportSalmanKhan #WeLoveYouSalmanKhan #BlackBuckPaochingC‚Ä¶","Surprise"
"111",-1,"RT @SinghRytham: Yet again, law prevails.
No matter how hard he tried being human, he couldn't corner the ill deeds. 
Hence, we all stand e‚Ä¶","Sadness"
"112",1,"RT @PollsforIndia: Do you support #Jodhpur Court Verdict On #SalmanKhan in #BlackbuckPoachingCase?
.
#SalmanKaFaisla #SalmanVerdict #Salman‚Ä¶","Happy"
"113",0,"RT @PollsforIndia: Bail to #SalmanKhan in 2 days?
#SalmanGetsBail #SalmanVerdict","Surprise"
"114",0,"RT @HatindersinghR: #Pakistani duplicate #SalmanKhan and his overacting on #SalmanConvicted Ì†ΩÌ∏ÜÌ†ΩÌ∏ÜÌ†ΩÌ∏ÜÌ†ΩÌ∏Ü

Jhandu #Pakistanis #Media And Maha Jhandu‚Ä¶","Surprise"
"115",0,"RT @DrAshwani_Kumar: There has to be a time frame in which cases should be brought to fruition 
#SalmanKhan #SalmanVerdict #BlackBuckPoachi‚Ä¶","Surprise"
"116",0,"RT @IndianExpress: #SalmanVerdict @Being Human: 30% sales jump, ‚ÄòRs 42 cr donated‚Äô http://t.co/HWGtlomzBX http://t.co/wwVcVV7PqS","Surprise"
"117",0,"RT @IndianExpress: #SalmanVerdict @Being Human: 30% sales jump, ‚ÄòRs 42 cr donated‚Äô http://t.co/HWGtlomzBX http://t.co/wwVcVV7PqS","Surprise"
"118",0,"RT @IndianExpress: #SalmanVerdict @Being Human: 30% sales jump, ‚ÄòRs 42 cr donated‚Äô http://t.co/HWGtlomzBX http://t.co/wwVcVV7PqS","Surprise"
"119",-1,"RT @Funny_Leone: Finally Salman Khan is convicted. But it took so long that the buck which died, reincarnated, studied law, practiced, beca‚Ä¶","Sadness"
"120",-1,"RT @Indianit07: CRIME: 1998

#SalmanVerdict : 2018

SENTENCED: 5th April 2018 at 11:30AM

BAIL APPLIED: 6th April 2018

HEARD: 7th April 20‚Ä¶","Sadness"
